"","infinitive","forms"
"583","soportar","soporto;soportas;soporta;soportamos;soportáis;soportan;soportando;soportado;soportaré;soportarás;soportará;soportaremos;soportaréis;soportarán;soportaba;soportabas;soportábamos;soportabais;soportaban;soporté;soportaste;soportó;soportasteis;soportaron;soportaría;soportarías;soportaríamos;soportaríais;soportarían;soporte;soportes;soportemos;soportéis;soporten;soportara;soportaras;soportáramos;soportarais;soportaran;soportare;soportares;soportáremos;soportareis;soportaren;;soportad"
"584","sorprender","sorprendo;sorprendes;sorprende;sorprendemos;sorprendéis;sorprenden;sorprendiendo;sorprendido;sorprenderé;sorprenderás;sorprenderá;sorprenderemos;sorprenderéis;sorprenderán;sorprendía;sorprendías;sorprendíamos;sorprendíais;sorprendían;sorprendí;sorprendiste;sorprendió;sorprendimos;sorprendisteis;sorprendieron;sorprendería;sorprenderías;sorprenderíamos;sorprenderíais;sorprenderían;sorprenda;sorprendas;sorprendamos;sorprendáis;sorprendan;sorprendiera;sorprendieras;sorprendiéramos;sorprendierais;sorprendieran;sorprendiere;sorprendieres;sorprendiéremos;sorprendiereis;sorprendieren;;sorprended"
"585","subir","subo;subes;sube;subimos;subís;suben;subiendo;subido;subiré;subirás;subirá;subiremos;subiréis;subirán;subía;subías;subíamos;subíais;subían;subí;subiste;subió;subisteis;subieron;subiría;subirías;subiríamos;subiríais;subirían;suba;subas;subamos;subáis;suban;subiera;subieras;subiéramos;subierais;subieran;subiere;subieres;subiéremos;subiereis;subieren;;subid"
"586","suceder","sucedo;sucedes;sucede;sucedemos;sucedéis;suceden;sucediendo;sucedido;sucederé;sucederás;sucederá;sucederemos;sucederéis;sucederán;sucedía;sucedías;sucedíamos;sucedíais;sucedían;sucedí;sucediste;sucedió;sucedimos;sucedisteis;sucedieron;sucedería;sucederías;sucederíamos;sucederíais;sucederían;suceda;sucedas;sucedamos;sucedáis;sucedan;sucediera;sucedieras;sucediéramos;sucedierais;sucedieran;sucediere;sucedieres;sucediéremos;sucediereis;sucedieren;;suceded"
"587","sufrir","sufro;sufres;sufre;sufrimos;sufrís;sufren;sufriendo;sufrido;sufriré;sufrirás;sufrirá;sufriremos;sufriréis;sufrirán;sufría;sufrías;sufríamos;sufríais;sufrían;sufrí;sufriste;sufrió;sufristeis;sufrieron;sufriría;sufrirías;sufriríamos;sufriríais;sufrirían;sufra;sufras;suframos;sufráis;sufran;sufriera;sufrieras;sufriéramos;sufrierais;sufrieran;sufriere;sufrieres;sufriéremos;sufriereis;sufrieren;;sufrid"
"588","sugerir","sugerí;sugeriste;sugirió;sugerimos;sugeristeis;sugirieron;sugiriendo;sugerido;sugiero;sugieres;sugiere;sugerís;sugieren;sugeriré;sugerirás;sugerirá;sugeriremos;sugeriréis;sugerirán;sugería;sugerías;sugeríamos;sugeríais;sugerían;sugeriría;sugerirías;sugeriríamos;sugeriríais;sugerirían;sugiera;sugieras;sugiramos;sugiráis;sugieran;sugiriera;sugirieras;sugiriéramos;sugirierais;sugirieran;sugiriere;sugirieres;sugiriéremos;sugiriereis;sugirieren;;sugerid"
"589","suponer","supongo;supones;supone;suponemos;suponéis;suponen;suponiendo;supuesto;supondré;supondrás;supondrá;supondremos;supondréis;supondrán;suponía;suponías;suponíamos;suponíais;suponían;supuse;supusiste;supuso;supusimos;supusisteis;supusieron;supondría;supondrías;supondríamos;supondríais;supondrían;suponga;supongas;supongamos;supongáis;supongan;supusiera;supusieras;supusiéramos;supusierais;supusieran;supusiere;supusieres;supusiéremos;supusiereis;supusieren;;supón;suponed"
"590","surgir","surjo;surges;surge;surgimos;surgís;surgen;surgiendo;surgido;surgiré;surgirás;surgirá;surgiremos;surgiréis;surgirán;surgía;surgías;surgíamos;surgíais;surgían;surgí;surgiste;surgió;surgisteis;surgieron;surgiría;surgirías;surgiríamos;surgiríais;surgirían;surja;surjas;surjamos;surjáis;surjan;surgiera;surgieras;surgiéramos;surgierais;surgieran;surgiere;surgieres;surgiéremos;surgiereis;surgieren;;surgid"
"591","suspirar","suspiro;suspiras;suspira;suspiramos;suspiráis;suspiran;suspirando;suspirado;suspiraré;suspirarás;suspirará;suspiraremos;suspiraréis;suspirarán;suspiraba;suspirabas;suspirábamos;suspirabais;suspiraban;suspiré;suspiraste;suspiró;suspirasteis;suspiraron;suspiraría;suspirarías;suspiraríamos;suspiraríais;suspirarían;suspire;suspires;suspiremos;suspiréis;suspiren;suspirara;suspiraras;suspiráramos;suspirarais;suspiraran;suspirare;suspirares;suspiráremos;suspirareis;suspiraren;;suspirad"
"592","sustituir","sustituyo;sustituyes;sustituye;sustituimos;sustituís;sustituyen;sustituyendo;sustituido;sustituiré;sustituirás;sustituirá;sustituiremos;sustituiréis;sustituirán;sustituía;sustituías;sustituíamos;sustituíais;sustituían;sustituí;sustituiste;sustituyó;sustituisteis;sustituyeron;sustituiría;sustituirías;sustituiríamos;sustituiríais;sustituirían;sustituya;sustituyas;sustituyamos;sustituyáis;sustituyan;sustituyera;sustituyeras;sustituyéramos;sustituyerais;sustituyeran;sustituyere;sustituyeres;sustituyéremos;sustituyereis;sustituyeren;;sustituid"
"593","tañer","taño;tañes;tañe;tañemos;tañéis;tañen;tañendo;tañido;tañeré;tañerás;tañerá;tañeremos;tañeréis;tañerán;tañía;tañías;tañíamos;tañíais;tañían;tañí;tañiste;tañó;tañimos;tañisteis;tañeron;tañería;tañerías;tañeríamos;tañeríais;tañerían;taña;tañas;tañamos;tañáis;tañan;tañera;tañeras;tañéramos;tañerais;tañeran;tañere;tañeres;tañéremos;tañereis;tañeren;;tañed"
"594","tapar","tapo;tapas;tapa;tapamos;tapáis;tapan;tapando;tapado;taparé;taparás;tapará;taparemos;taparéis;taparán;tapaba;tapabas;tapábamos;tapabais;tapaban;tapé;tapaste;tapó;tapasteis;taparon;taparía;taparías;taparíamos;taparíais;taparían;tape;tapes;tapemos;tapéis;tapen;tapara;taparas;tapáramos;taparais;taparan;tapare;tapares;tapáremos;tapareis;taparen;;tapad"
"595","tardar","tardo;tardas;tarda;tardamos;tardáis;tardan;tardando;tardado;tardaré;tardarás;tardará;tardaremos;tardaréis;tardarán;tardaba;tardabas;tardábamos;tardabais;tardaban;tardé;tardaste;tardó;tardasteis;tardaron;tardaría;tardarías;tardaríamos;tardaríais;tardarían;tarde;tardes;tardemos;tardéis;tarden;tardara;tardaras;tardáramos;tardarais;tardaran;tardare;tardares;tardáremos;tardareis;tardaren;;tardad"
"596","temer","temo;temes;teme;tememos;teméis;temen;temiendo;temido;temeré;temerás;temerá;temeremos;temeréis;temerán;temía;temías;temíamos;temíais;temían;temí;temiste;temió;temimos;temisteis;temieron;temería;temerías;temeríamos;temeríais;temerían;tema;temas;temamos;temáis;teman;temiera;temieras;temiéramos;temierais;temieran;temiere;temieres;temiéremos;temiereis;temieren;;temed"
"597","tener","tengo;tienes;tiene;tenemos;tenéis;tienen;teniendo;tenido;tendré;tendrás;tendrá;tendremos;tendréis;tendrán;tenía;tenías;teníamos;teníais;tenían;tuve;tuviste;tuvo;tuvimos;tuvisteis;tuvieron;tendría;tendrías;tendríamos;tendríais;tendrían;tenga;tengas;tengamos;tengáis;tengan;tuviera;tuvieras;tuviéramos;tuvierais;tuvieran;tuviere;tuvieres;tuviéremos;tuviereis;tuvieren;;ten;tened"
"598","teñir","tiño;tiñes;tiñe;teñimos;teñís;tiñen;tiñendo;teñido;teñiré;teñirás;teñirá;teñiremos;teñiréis;teñirán;teñía;teñías;teñíamos;teñíais;teñían;teñí;teñiste;tiñó;teñisteis;tiñeron;teñiría;teñirías;teñiríamos;teñiríais;teñirían;tiña;tiñas;tiñamos;tiñáis;tiñan;tiñera;tiñeras;tiñéramos;tiñerais;tiñeran;tiñere;tiñeres;tiñéremos;tiñereis;tiñeren;;teñid"
"599","terminar","termino;terminas;termina;terminamos;termináis;terminan;terminando;terminado;terminaré;terminarás;terminará;terminaremos;terminaréis;terminarán;terminaba;terminabas;terminábamos;terminabais;terminaban;terminé;terminaste;terminó;terminasteis;terminaron;terminaría;terminarías;terminaríamos;terminaríais;terminarían;termine;termines;terminemos;terminéis;terminen;terminara;terminaras;termináramos;terminarais;terminaran;terminare;terminares;termináremos;terminareis;terminaren;;terminad"
"600","tirar","tiro;tiras;tira;tiramos;tiráis;tiran;tirando;tirado;tiraré;tirarás;tirará;tiraremos;tiraréis;tirarán;tiraba;tirabas;tirábamos;tirabais;tiraban;tiré;tiraste;tiró;tirasteis;tiraron;tiraría;tirarías;tiraríamos;tiraríais;tirarían;tire;tires;tiremos;tiréis;tiren;tirara;tiraras;tiráramos;tirarais;tiraran;tirare;tirares;tiráremos;tirareis;tiraren;;tirad"
"601","tocar","toco;tocas;toca;tocamos;tocáis;tocan;tocando;tocado;tocaré;tocarás;tocará;tocaremos;tocaréis;tocarán;tocaba;tocabas;tocábamos;tocabais;tocaban;toqué;tocaste;tocó;tocasteis;tocaron;tocaría;tocarías;tocaríamos;tocaríais;tocarían;toque;toques;toquemos;toquéis;toquen;tocara;tocaras;tocáramos;tocarais;tocaran;tocare;tocares;tocáremos;tocareis;tocaren;;tocad"
"602","tomar","tomo;tomas;toma;tomamos;tomáis;toman;tomando;tomado;tomaré;tomarás;tomará;tomaremos;tomaréis;tomarán;tomaba;tomabas;tomábamos;tomabais;tomaban;tomé;tomaste;tomó;tomasteis;tomaron;tomaría;tomarías;tomaríamos;tomaríais;tomarían;tome;tomes;tomemos;toméis;tomen;tomara;tomaras;tomáramos;tomarais;tomaran;tomare;tomares;tomáremos;tomareis;tomaren;;tomad"
"603","torcer","tuerzo;tuerces;tuerce;torcemos;torcéis;tuercen;torciendo;torcido;torceré;torcerás;torcerá;torceremos;torceréis;torcerán;torcía;torcías;torcíamos;torcíais;torcían;torcí;torciste;torció;torcimos;torcisteis;torcieron;torcería;torcerías;torceríamos;torceríais;torcerían;tuerza;tuerzas;torzamos;torzáis;tuerzan;torciera;torcieras;torciéramos;torcierais;torcieran;torciere;torcieres;torciéremos;torciereis;torcieren;;torced"
"604","toser","toso;toses;tose;tosemos;toséis;tosen;tosiendo;tosido;toseré;toserás;toserá;toseremos;toseréis;toserán;tosía;tosías;tosíamos;tosíais;tosían;tosí;tosiste;tosió;tosimos;tosisteis;tosieron;tosería;toserías;toseríamos;toseríais;toserían;tosa;tosas;tosamos;tosáis;tosan;tosiera;tosieras;tosiéramos;tosierais;tosieran;tosiere;tosieres;tosiéremos;tosiereis;tosieren;;tosed"
"605","trabajar","trabajo;trabajas;trabaja;trabajamos;trabajáis;trabajan;trabajando;trabajado;trabajaré;trabajarás;trabajará;trabajaremos;trabajaréis;trabajarán;trabajaba;trabajabas;trabajábamos;trabajabais;trabajaban;trabajé;trabajaste;trabajó;trabajasteis;trabajaron;trabajaría;trabajarías;trabajaríamos;trabajaríais;trabajarían;trabaje;trabajes;trabajemos;trabajéis;trabajen;trabajara;trabajaras;trabajáramos;trabajarais;trabajaran;trabajare;trabajares;trabajáremos;trabajareis;trabajaren;;trabajad"
"606","traducir","traduzco;traduces;traduce;traducimos;traducís;traducen;traduciendo;traducido;traduciré;traducirás;traducirá;traduciremos;traduciréis;traducirán;traducía;traducías;traducíamos;traducíais;traducían;traduje;tradujiste;tradujo;tradujimos;tradujisteis;tradujeron;traduciría;traducirías;traduciríamos;traduciríais;traducirían;traduzca;traduzcas;traduzcamos;traduzcáis;traduzcan;tradujera;tradujeras;tradujéramos;tradujerais;tradujeran;tradujere;tradujeres;tradujéremos;tradujereis;tradujeren;;traducid"
"607","traer","traigo;traes;trae;traemos;traéis;traen;trayendo;traído;traeré;traerás;traerá;traeremos;traeréis;traerán;traía;traías;traíamos;traíais;traían;traje;trajiste;trajo;trajimos;trajisteis;trajeron;traería;traerías;traeríamos;traeríais;traerían;traiga;traigas;traigamos;traigáis;traigan;trajera;trajeras;trajéramos;trajerais;trajeran;trajere;trajeres;trajéremos;trajereis;trajeren;;traed"
"608","tragar","trago;tragas;traga;tragamos;tragáis;tragan;tragando;tragado;tragaré;tragarás;tragará;tragaremos;tragaréis;tragarán;tragaba;tragabas;tragábamos;tragabais;tragaban;tragué;tragaste;tragó;tragasteis;tragaron;tragaría;tragarías;tragaríamos;tragaríais;tragarían;trague;tragues;traguemos;traguéis;traguen;tragara;tragaras;tragáramos;tragarais;tragaran;tragare;tragares;tragáremos;tragareis;tragaren;;tragad"
"609","tratar","trato;tratas;trata;tratamos;tratáis;tratan;tratando;tratado;trataré;tratarás;tratará;trataremos;trataréis;tratarán;trataba;tratabas;tratábamos;tratabais;trataban;traté;trataste;trató;tratasteis;trataron;trataría;tratarías;trataríamos;trataríais;tratarían;trate;trates;tratemos;tratéis;traten;tratara;trataras;tratáramos;tratarais;trataran;tratare;tratares;tratáremos;tratareis;trataren;;tratad"
"610","triunfar","triunfo;triunfas;triunfa;triunfamos;triunfáis;triunfan;triunfando;triunfado;triunfaré;triunfarás;triunfará;triunfaremos;triunfaréis;triunfarán;triunfaba;triunfabas;triunfábamos;triunfabais;triunfaban;triunfé;triunfaste;triunfó;triunfasteis;triunfaron;triunfaría;triunfarías;triunfaríamos;triunfaríais;triunfarían;triunfe;triunfes;triunfemos;triunféis;triunfen;triunfara;triunfaras;triunfáramos;triunfarais;triunfaran;triunfare;triunfares;triunfáremos;triunfareis;triunfaren;;triunfad"
"611","tropezar","tropiezo;tropiezas;tropieza;tropezamos;tropezáis;tropiezan;tropezando;tropezado;tropezaré;tropezarás;tropezará;tropezaremos;tropezaréis;tropezarán;tropezaba;tropezabas;tropezábamos;tropezabais;tropezaban;tropecé;tropezaste;tropezó;tropezasteis;tropezaron;tropezaría;tropezarías;tropezaríamos;tropezaríais;tropezarían;tropiece;tropieces;tropecemos;tropezéis;tropiecen;tropezara;tropezaras;tropezáramos;tropezarais;tropezaran;tropezare;tropezares;tropezáremos;tropezareis;tropezaren;;tropezad"
"612","ubicar","ubico;ubicas;ubica;ubicamos;ubicáis;ubican;ubicando;ubicado;ubicaré;ubicarás;ubicará;ubicaremos;ubicaréis;ubicarán;ubicaba;ubicabas;ubicábamos;ubicabais;ubicaban;ubiqué;ubicaste;ubicó;ubicasteis;ubicaron;ubicaría;ubicarías;ubicaríamos;ubicaríais;ubicarían;ubique;ubiques;ubiquemos;ubiquéis;ubiquen;ubicara;ubicaras;ubicáramos;ubicarais;ubicaran;ubicare;ubicares;ubicáremos;ubicareis;ubicaren;;ubicad"
"613","unir","uno;unes;une;unimos;unís;unen;uniendo;unido;uniré;unirás;unirá;uniremos;uniréis;unirán;unía;unías;uníamos;uníais;unían;uní;uniste;unió;unisteis;unieron;uniría;unirías;uniríamos;uniríais;unirían;una;unas;unamos;unáis;unan;uniera;unieras;uniéramos;unierais;unieran;uniere;unieres;uniéremos;uniereis;unieren;;unid"
"614","untar","unto;untas;unta;untamos;untáis;untan;untando;untado;untaré;untarás;untará;untaremos;untaréis;untarán;untaba;untabas;untábamos;untabais;untaban;unté;untaste;untó;untasteis;untaron;untaría;untarías;untaríamos;untaríais;untarían;unte;untes;untemos;untéis;unten;untara;untaras;untáramos;untarais;untaran;untare;untares;untáremos;untareis;untaren;;untad"
"615","usar","uso;usas;usa;usamos;usáis;usan;usando;usado;usaré;usarás;usará;usaremos;usaréis;usarán;usaba;usabas;usábamos;usabais;usaban;usé;usaste;usó;usasteis;usaron;usaría;usarías;usaríamos;usaríais;usarían;use;uses;usemos;uséis;usen;usara;usaras;usáramos;usarais;usaran;usare;usares;usáremos;usareis;usaren;;usad"
"616","utilizar","utilizo;utilizas;utiliza;utilizamos;utilizáis;utilizan;utilizando;utilizado;utilizaré;utilizarás;utilizará;utilizaremos;utilizaréis;utilizarán;utilizaba;utilizabas;utilizábamos;utilizabais;utilizaban;utilicé;utilizaste;utilizó;utilizasteis;utilizaron;utilizaría;utilizarías;utilizaríamos;utilizaríais;utilizarían;utilice;utilices;utilicemos;utilicéis;utilicen;utilizara;utilizaras;utilizáramos;utilizarais;utilizaran;utilizare;utilizares;utilizáremos;utilizareis;utilizaren;;utilizad"
"617","vaciar","vacío;vacías;vacía;vaciamos;vaciáis;vacían;vaciando;vaciado;vaciaré;vaciarás;vaciará;vaciaremos;vaciaréis;vaciarán;vaciaba;vaciabas;vaciábamos;vaciabais;vaciaban;vacié;vaciaste;vació;vaciasteis;vaciaron;vaciaría;vaciarías;vaciaríamos;vaciaríais;vaciarían;vacíe;vacíes;vaciemos;vaciéis;vacíen;vaciara;vaciaras;vaciáramos;vaciarais;vaciaran;vaciare;vaciares;vaciáremos;vaciareis;vaciaren;;vaciad"
"618","valer","valgo;vales;vale;valemos;valéis;valen;valiendo;valido;valdré;valdrás;valdrá;valdremos;valdréis;valdrán;valía;valías;valíamos;valíais;valían;valí;valiste;valió;valimos;valisteis;valieron;valdría;valdrías;valdríamos;valdríais;valdrían;valga;valgas;valgamos;valgáis;valgan;valiera;valieras;valiéramos;valierais;valieran;valiere;valieres;valiéremos;valiereis;valieren;;valed"
"619","variar","varío;varías;varía;variamos;variáis;varían;variando;variado;variaré;variarás;variará;variaremos;variaréis;variarán;variaba;variabas;variábamos;variabais;variaban;varié;variaste;varió;variasteis;variaron;variaría;variarías;variaríamos;variaríais;variarían;varíe;varíes;variemos;variéis;varíen;variara;variaras;variáramos;variarais;variaran;variare;variares;variáremos;variareis;variaren;;variad"
